ball_id,row,col,category,signal_group,voltage_bank,direction,status
AF21,AF,21,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF22,AF,22,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF23,AF,23,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF24,AF,24,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF25,AF,25,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF26,AF,26,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF27,AF,27,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF28,AF,28,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF29,AF,29,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF30,AF,30,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF31,AF,31,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF32,AF,32,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF33,AF,33,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF34,AF,34,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF35,AF,35,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF36,AF,36,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF37,AF,37,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF38,AF,38,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF39,AF,39,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF40,AF,40,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF41,AF,41,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF42,AF,42,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF43,AF,43,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF44,AF,44,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF45,AF,45,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF46,AF,46,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF47,AF,47,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF48,AF,48,POWER,VDDQ_IO_RING,VDD_1V1,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF49,AF,49,GROUND,VSS_RING,GND,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AF50,AF,50,POWER,VDD_CORE_RING,VDD_0V75,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG1,AG,1,POWER,VDD_CORE_RING,VDD_0V75,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG2,AG,2,GROUND,VSS_RING,GND,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG3,AG,3,POWER,VDDQ_IO_RING,VDD_1V1,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG4,AG,4,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG5,AG,5,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG6,AG,6,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG7,AG,7,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG8,AG,8,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG9,AG,9,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG10,AG,10,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG11,AG,11,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG12,AG,12,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG13,AG,13,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG14,AG,14,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG15,AG,15,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG16,AG,16,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG17,AG,17,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG18,AG,18,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG19,AG,19,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG20,AG,20,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG21,AG,21,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG22,AG,22,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG23,AG,23,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG24,AG,24,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG25,AG,25,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG26,AG,26,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG27,AG,27,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG28,AG,28,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG29,AG,29,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG30,AG,30,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG31,AG,31,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG32,AG,32,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG33,AG,33,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG34,AG,34,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG35,AG,35,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG36,AG,36,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG37,AG,37,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG38,AG,38,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG39,AG,39,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG40,AG,40,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG41,AG,41,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG42,AG,42,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG43,AG,43,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG44,AG,44,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG45,AG,45,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG46,AG,46,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG47,AG,47,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG48,AG,48,CTRL,CLK_RST_STRAP_DEBUG,VDD_1V1,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG49,AG,49,GROUND,VSS_RING,GND,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AG50,AG,50,POWER,VDD_CORE_RING,VDD_0V75,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH1,AH,1,POWER,VDD_CORE_RING,VDD_0V75,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH2,AH,2,GROUND,VSS_RING,GND,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH3,AH,3,CTRL,CLK_RST_STRAP_DEBUG,VDD_1V1,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH4,AH,4,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH5,AH,5,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH6,AH,6,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH7,AH,7,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH8,AH,8,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH9,AH,9,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH10,AH,10,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH11,AH,11,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH12,AH,12,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH13,AH,13,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH14,AH,14,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH15,AH,15,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH16,AH,16,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH17,AH,17,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH18,AH,18,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH19,AH,19,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH20,AH,20,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH21,AH,21,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH22,AH,22,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH23,AH,23,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH24,AH,24,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH25,AH,25,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH26,AH,26,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH27,AH,27,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH28,AH,28,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH29,AH,29,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH30,AH,30,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH31,AH,31,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH32,AH,32,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH33,AH,33,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH34,AH,34,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH35,AH,35,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH36,AH,36,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH37,AH,37,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH38,AH,38,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH39,AH,39,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH40,AH,40,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH41,AH,41,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH42,AH,42,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH43,AH,43,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH44,AH,44,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH45,AH,45,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH46,AH,46,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH47,AH,47,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH48,AH,48,POWER,VDDQ_IO_RING,VDD_1V1,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH49,AH,49,GROUND,VSS_RING,GND,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AH50,AH,50,POWER,VDD_CORE_RING,VDD_0V75,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ1,AJ,1,POWER,VDD_CORE_RING,VDD_0V75,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ2,AJ,2,GROUND,VSS_RING,GND,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ3,AJ,3,POWER,VDDQ_IO_RING,VDD_1V1,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ4,AJ,4,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ5,AJ,5,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ6,AJ,6,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ7,AJ,7,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ8,AJ,8,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ9,AJ,9,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ10,AJ,10,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ11,AJ,11,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ12,AJ,12,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ13,AJ,13,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ14,AJ,14,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ15,AJ,15,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ16,AJ,16,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ17,AJ,17,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ18,AJ,18,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ19,AJ,19,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ20,AJ,20,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ21,AJ,21,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ22,AJ,22,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ23,AJ,23,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ24,AJ,24,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ25,AJ,25,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ26,AJ,26,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ27,AJ,27,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ28,AJ,28,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ29,AJ,29,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ30,AJ,30,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ31,AJ,31,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ32,AJ,32,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ33,AJ,33,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ34,AJ,34,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ35,AJ,35,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ36,AJ,36,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ37,AJ,37,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ38,AJ,38,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ39,AJ,39,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ40,AJ,40,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ41,AJ,41,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ42,AJ,42,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ43,AJ,43,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ44,AJ,44,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ45,AJ,45,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ46,AJ,46,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ47,AJ,47,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ48,AJ,48,CTRL,CLK_RST_STRAP_DEBUG,VDD_1V1,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ49,AJ,49,GROUND,VSS_RING,GND,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AJ50,AJ,50,POWER,VDD_CORE_RING,VDD_0V75,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AK1,AK,1,POWER,VDD_CORE_RING,VDD_0V75,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AK2,AK,2,GROUND,VSS_RING,GND,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AK3,AK,3,CTRL,CLK_RST_STRAP_DEBUG,VDD_1V1,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AK4,AK,4,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AK5,AK,5,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AK6,AK,6,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AK7,AK,7,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AK8,AK,8,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AK9,AK,9,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AK10,AK,10,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AK11,AK,11,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
AK12,AK,12,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AK13,AK,13,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AK14,AK,14,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AK15,AK,15,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AK16,AK,16,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AK17,AK,17,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AK18,AK,18,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AK19,AK,19,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AK20,AK,20,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AK21,AK,21,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
AK22,AK,22,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
